fileName,deviceName,startDateTime,modifiedOn,message,status,Root_cause_of_failure,Action_taken_to_solve,Exception_Type
Google chrome,DESKTOP-56OTK9I,2021-10-01T05:34:46.926916300Z,2021-10-01T05:35:18.795794400Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T05:33:06.355042500Z,2021-10-01T05:33:38.905549200Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T05:32:07.767679900Z,2021-10-01T05:32:40.859836700Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T04:50:49.349609100Z,2021-10-01T04:51:22.156557300Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T04:35:21.088256400Z,2021-10-01T04:35:59.828758300Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T04:31:44.262802600Z,2021-10-01T04:32:32.663242600Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T06:28:57.623941800Z,2021-10-01T06:28:59.755023100Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Unable to find the 'company portal' executable file.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T06:34:51.746792200Z,2021-10-01T06:34:54.263144600Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Unable to find the 'fili explorer.exe' executable file.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T06:33:02.495884Z,2021-10-01T06:33:04.756219Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Unable to find the 'filiexplorer.exe' executable file.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T06:30:49.882533500Z,2021-10-01T06:30:51.894170Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Unable to find the 'iexplorer.exe' executable file.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-05T07:07:47.780417400Z,2021-10-05T07:08:43.906487600Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Unable to perform DOUBLECLICK action. BUTTON is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-05T07:05:58.555727600Z,2021-10-05T07:07:11.625573100Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Unable to perform DOUBLECLICK action. BUTTON is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T12:23:07.536908500Z,2021-10-04T12:23:47.825080900Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Unable to perform DOUBLECLICK action. BUTTON is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T12:15:55.493247100Z,2021-10-04T12:16:21.972418800Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Unable to perform DOUBLECLICK action. BUTTON is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T10:19:09.740966400Z,2021-10-04T10:19:50.268564600Z,"{message:There was a problem at line 15\n,details:This may be due to the following reason:\n\n    Unable to perform DOUBLECLICK action. BUTTON is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
